source_facil,dest_facil,n_transfers
F2,I108,1
F2,I114,1
F2,I115,1
F2,I116,130
F2,I126,14
F2,I133,1
F2,I135,123
F2,I136,1
F2,I141,1
F2,I145,12
F2,I146,97
F2,I161,178
F2,I163,1
F2,I169,1
F2,I170,1
F2,I177,11
F2,I179,356
F2,I180,33
F2,I183,1
F2,I186,40
F2,I203,1
F2,I211,308
F2,I215,1
F2,I228,1
F2,I237,1
F2,I240,1
F2,I242,1
F2,I243,1
I1,F1,1
I1,F2,1
I1,F3,1
I1,F5,128
I1,F8,1
I1,F10,1
I1,F12,34
I1,F13,15
I1,F14,1
I1,F15,1
I1,F16,1
I1,F17,13
I1,F20,55
F3,F1,1
F3,F2,1
F3,I1,1
F3,F3,2823
F3,F4,1
F3,I3,1
F3,F5,1
F3,F9,1
F3,F10,1
F3,F11,32
F3,I7,1
F3,F12,1
F3,F13,11
F3,F14,1
F3,F15,12
F3,I8,1
F3,F17,21
F3,F18,1
F3,F20,129
F3,I11,1
F3,I13,25
F3,I14,1
F3,I16,1
F3,I19,1
F3,I22,1
F3,I26,1
F3,I28,1
F3,I29,1
F3,I32,111
F3,I41,74
F3,I42,245
F3,I58,1
F3,I67,1
F3,I69,1
F3,I70,88
F3,I79,1
F3,I80,607
F3,I85,211
F3,I89,191
F3,I94,1
F3,I96,1
F3,I98,1
F3,I100,1
F3,I101,76
F3,I102,1389
F3,I105,1
F3,I107,229
F3,I117,1
F3,I120,1
F3,I124,243
F3,I128,1
F3,I134,1
F3,I135,1
F3,I137,1
F3,I140,1
F3,I142,1
F3,I147,15
F3,I152,12
F3,I156,415
F3,I159,356
F3,I162,170
F3,I163,14
F3,I166,1
F3,I169,1
F3,I177,1
F3,I178,1
F3,I181,28
F3,I185,1
F3,I186,1
F3,I203,1
F3,I211,1
F3,I213,326
F3,I214,1
F3,I217,1
F3,I221,1
F3,I223,1
F3,I224,1
F3,I226,1
F3,I238,1
F3,I240,1
F3,I241,1
F3,I242,1
F3,I243,1
I2,F1,1
I2,F5,78
I2,F7,1
I2,F9,1
I2,F10,1
I2,F12,16
I2,F13,1
I2,F14,1
I2,F18,25
I2,F19,1
I2,F20,12
F4,F1,1
F4,F3,1
F4,F4,996
F4,F5,1
F4,F7,1
F4,F9,1
F4,I5,1
F4,F11,17
F4,F12,1
F4,F14,1
F4,F15,116
F4,I8,1
F4,F18,1
F4,F20,147
F4,I10,1
F4,I13,1
F4,I34,1
F4,I80,1
F4,I85,1
F4,I94,518
F4,I97,125
F4,I98,143
F4,I102,1
F4,I120,16
F4,I137,1
F4,I152,57
F4,I159,1
F4,I166,1
F4,I178,12
F4,I181,1
F4,I189,1
F4,I196,13
F4,I208,1
F4,I213,1
F4,I217,770
F4,I218,1
F4,I220,1
F4,I224,1
F4,I232,13
F4,I235,1
F4,I243,1
I3,F1,56
I3,F3,1
I3,F5,1
I3,F11,1
I3,F12,1
I3,F13,1
I3,F14,46
I3,F15,1
I3,F16,1
I3,F17,14
I3,F20,153
F5,F1,1
F5,F2,16
F5,I1,48
F5,F3,1
F5,I2,27
F5,F4,1
F5,I3,1
F5,F5,3857
F5,I4,34
F5,F7,48
F5,F8,96
F5,F9,109
F5,F10,84
F5,F11,1
F5,I6,28
F5,I7,1
F5,F12,201
F5,F13,14
F5,F14,1
F5,F15,1
F5,I8,80
F5,F16,51
F5,F17,24
F5,F18,84
F5,F19,77
F5,F20,45
F5,I9,1
F5,I10,134
F5,I11,156
F5,I13,12
F5,I14,22
F5,I16,12
F5,I18,1
F5,I19,1
F5,I22,1
F5,I28,1
F5,I32,1
F5,I34,1
F5,I35,1
F5,I36,1
F5,I40,1
F5,I42,1
F5,I45,1
F5,I46,1
F5,I49,1
F5,I51,1
F5,I53,1
F5,I55,1
F5,I57,1
F5,I58,22
F5,I59,1
F5,I60,1
F5,I62,34
F5,I63,1
F5,I64,1
F5,I65,1
F5,I66,1
F5,I67,33
F5,I71,62
F5,I72,16
F5,I74,217
F5,I76,162
F5,I77,36
F5,I78,240
F5,I79,156
F5,I81,305
F5,I82,120
F5,I83,26
F5,I84,30
F5,I85,1
F5,I86,107
F5,I87,43
F5,I88,38
F5,I90,25
F5,I91,37
F5,I92,1
F5,I93,42
F5,I95,337
F5,I97,1
F5,I99,35
F5,I102,1
F5,I103,124
F5,I104,1
F5,I105,71
F5,I106,1
F5,I108,71
F5,I109,1
F5,I110,72
F5,I111,28
F5,I112,94
F5,I113,1
F5,I114,40
F5,I115,36
F5,I116,22
F5,I117,1
F5,I118,45
F5,I119,1
F5,I121,12
F5,I122,142
F5,I123,1
F5,I124,1
F5,I125,14
F5,I126,59
F5,I127,98
F5,I128,202
F5,I129,60
F5,I131,144
F5,I132,1
F5,I133,29
F5,I134,15
F5,I135,12
F5,I136,16
F5,I138,1
F5,I139,146
F5,I140,1
F5,I141,60
F5,I142,103
F5,I143,211
F5,I144,174
F5,I145,12
F5,I146,41
F5,I147,1
F5,I148,1
F5,I150,145
F5,I151,17
F5,I153,26
F5,I154,1
F5,I155,37
F5,I156,1
F5,I157,1
F5,I160,1
F5,I161,1
F5,I163,12
F5,I164,99
F5,I165,28
F5,I168,40
F5,I169,1
F5,I170,104
F5,I171,77
F5,I172,49
F5,I173,55
F5,I174,38
F5,I175,170
F5,I176,11
F5,I177,103
F5,I179,1
F5,I180,25
F5,I182,11
F5,I183,19
F5,I184,107
F5,I185,1
F5,I186,108
F5,I187,1
F5,I188,105
F5,I190,51
F5,I191,1
F5,I192,26
F5,I193,18
F5,I194,25
F5,I195,32
F5,I197,36
F5,I199,22
F5,I201,93
F5,I202,86
F5,I204,53
F5,I205,37
F5,I206,1
F5,I207,14
F5,I208,1
F5,I210,42
F5,I211,28
F5,I212,14
F5,I215,55
F5,I216,14
F5,I218,1
F5,I219,337
F5,I221,294
F5,I222,172
F5,I223,188
F5,I225,1
F5,I226,1
F5,I228,1
F5,I229,114
F5,I230,217
F5,I231,1
F5,I233,1
F5,I234,33
F5,I236,34
F5,I237,54
F5,I238,16
F5,I240,22
F5,I242,17
I4,F4,1
I4,F5,45
I4,F7,1
I4,F8,1
I4,F9,1
I4,F10,1
I4,F12,167
I4,F13,1
I4,F17,1
I4,F18,1
I4,F20,1
F7,F1,1
F7,F5,31
F7,F7,1827
F7,F8,1
F7,F9,11
F7,F10,1
F7,I7,1
F7,F12,1
F7,F13,1
F7,I8,1
F7,F16,1
F7,F17,1
F7,F18,72
F7,F19,1
F7,F20,452
F7,I13,19
F7,I14,1
F7,I20,1
F7,I43,1
F7,I45,1
F7,I57,1
F7,I64,1
F7,I74,1
F7,I84,1
F7,I91,1
F7,I92,250
F7,I108,1
F7,I110,1
F7,I111,1
F7,I115,1
F7,I121,14
F7,I123,202
F7,I125,1
F7,I136,359
F7,I138,324
F7,I146,1
F7,I148,138
F7,I153,1
F7,I154,12
F7,I157,298
F7,I160,375
F7,I164,1
F7,I172,1
F7,I175,1
F7,I176,172
F7,I182,1
F7,I183,259
F7,I187,195
F7,I192,14
F7,I197,1
F7,I204,18
F7,I205,1
F7,I206,14
F7,I207,1
F7,I221,1
F7,I225,115
F7,I229,1
F7,I231,247
F7,I232,1
F7,I233,73
F7,I234,26
F7,I240,1
F7,I242,13
F8,I2,1
F8,F5,168
F8,I4,1
F8,F8,715
F8,F9,1
F8,F10,1
F8,I6,62
F8,F12,162
F8,I8,1
F8,F16,1
F8,F17,1
F8,F18,1
F8,F19,1
F8,F20,19
F8,I13,12
F8,I14,11
F8,I36,1
F8,I74,1
F8,I77,14
F8,I78,1
F8,I81,1
F8,I82,1
F8,I83,1
F8,I86,16
F8,I95,36
F8,I99,131
F8,I109,1
F8,I110,1
F8,I118,1
F8,I122,126
F8,I128,1
F8,I129,1
F8,I133,1
F8,I136,1
F8,I139,1
F8,I141,1
F8,I144,220
F8,I150,1
F8,I161,1
F8,I164,105
F8,I168,37
F8,I170,1
F8,I173,1
F8,I175,248
F8,I180,1
F8,I182,1
F8,I187,1
F8,I194,1
F8,I201,264
F8,I202,1
F8,I204,1
F8,I219,1
F8,I221,58
F8,I222,36
F8,I229,21
F8,I230,1
F8,I236,1
F8,I237,1
F8,I240,1
F8,I242,11
F9,F1,1
F9,F2,1
F9,I1,1
F9,F3,1
F9,I2,1
F9,I3,1
F9,F5,202
F9,I4,1
F9,F7,17
F9,F8,1
F9,F9,1607
F9,F10,11
F9,I6,1
F9,I7,1
F9,F12,40
F9,F13,1
F9,F14,1
F9,I8,14
F9,F16,11
F9,F17,1
F9,F18,1
F9,F19,1
F9,F20,218
F9,I10,30
F9,I11,18
F9,I13,20
F9,I14,1
F9,I20,14
F9,I21,24
F9,I24,1
F9,I27,1
F9,I37,1
F9,I40,1
F9,I43,1
F9,I45,90
F9,I48,1
F9,I54,1
F9,I55,1
F9,I57,1
F9,I58,1
F9,I60,87
F9,I61,21
F9,I62,12
F9,I64,1
F9,I65,1
F9,I71,15
F9,I72,14
F9,I78,1
F9,I79,1
F9,I81,1
F9,I84,196
F9,I86,1
F9,I90,300
F9,I92,1
F9,I93,1
F9,I95,34
F9,I98,1
F9,I104,87
F9,I107,1
F9,I108,1
F9,I112,1
F9,I114,119
F9,I121,196
F9,I122,1
F9,I123,1
F9,I124,1
F9,I126,1
F9,I127,1
F9,I133,1
F9,I136,23
F9,I139,1
F9,I143,1
F9,I144,1
F9,I150,1
F9,I151,88
F9,I153,229
F9,I154,145
F9,I155,331
F9,I157,1
F9,I165,202
F9,I168,1
F9,I170,1
F9,I172,64
F9,I174,115
F9,I175,1
F9,I176,1
F9,I178,1
F9,I184,16
F9,I186,1
F9,I188,1
F9,I195,124
F9,I197,156
F9,I203,1
F9,I204,72
F9,I206,200
F9,I208,1
F9,I210,259
F9,I221,17
F9,I223,1
F9,I227,1
F9,I229,103
F9,I230,18
F9,I234,1
F9,I237,1
F9,I238,1
F9,I240,16
F9,I242,1
F9,I243,1
I5,F1,38
I5,F3,1
I5,F9,1
I5,F11,1
I5,F14,1
I5,F16,1
I5,F17,1
I5,F20,168
F10,F1,1
F10,F2,24
F10,I1,1
F10,I3,1
F10,F5,220
F10,I4,1
F10,F7,1
F10,F9,12
F10,F10,1053
F10,F12,56
F10,F13,1
F10,F14,1
F10,I8,59
F10,F16,19
F10,F17,1
F10,F18,1
F10,F19,1
F10,F20,17
F10,I10,1
F10,I11,48
F10,I13,1
F10,I14,1
F10,I19,1
F10,I22,1
F10,I48,1
F10,I49,1
F10,I53,1
F10,I57,1
F10,I58,22
F10,I59,24
F10,I62,1
F10,I63,1
F10,I64,1
F10,I65,1
F10,I67,1
F10,I71,1
F10,I74,1
F10,I77,1
F10,I78,1
F10,I79,52
F10,I81,74
F10,I84,1
F10,I87,1
F10,I95,1
F10,I99,1
F10,I100,12
F10,I102,1
F10,I108,1
F10,I110,1
F10,I113,51
F10,I114,72
F10,I115,1
F10,I116,24
F10,I117,1
F10,I121,1
F10,I126,56
F10,I128,1
F10,I133,1
F10,I135,14
F10,I139,86
F10,I141,1
F10,I142,1
F10,I143,156
F10,I144,1
F10,I145,124
F10,I146,323
F10,I150,1
F10,I153,1
F10,I161,14
F10,I163,1
F10,I164,1
F10,I165,1
F10,I168,1
F10,I172,1
F10,I174,1
F10,I175,1
F10,I177,292
F10,I179,1
F10,I180,42
F10,I184,12
F10,I185,1
F10,I186,329
F10,I188,1
F10,I193,150
F10,I195,1
F10,I199,106
F10,I202,1
F10,I205,1
F10,I210,1
F10,I211,15
F10,I215,1
F10,I216,144
F10,I219,1
F10,I221,1
F10,I222,1
F10,I223,1
F10,I228,1
F10,I230,16
F10,I231,1
F10,I236,1
F10,I237,273
F10,I240,1
F10,I242,1
F11,F1,28
F11,I1,1
F11,F3,79
F11,F4,11
F11,I3,1
F11,F5,1
F11,F11,1542
F11,I6,1
F11,F14,122
F11,F15,82
F11,I8,1
F11,F17,1
F11,F20,114
F11,I10,1
F11,I11,1
F11,I13,1
F11,I22,1
F11,I29,1
F11,I31,1
F11,I46,1
F11,I57,1
F11,I75,159
F11,I79,1
F11,I85,140
F11,I89,1
F11,I94,1
F11,I95,1
F11,I96,20
F11,I97,1
F11,I98,1
F11,I101,1
F11,I102,18
F11,I107,1
F11,I119,1
F11,I120,70
F11,I130,1
F11,I137,210
F11,I140,15
F11,I152,215
F11,I158,1
F11,I160,1
F11,I166,383
F11,I167,50
F11,I178,209
F11,I181,480
F11,I189,1
F11,I196,20
F11,I213,22
F11,I217,1
F11,I218,1
F11,I220,1
F11,I224,185
F11,I232,23
F11,I235,30
F11,I236,1
F11,I240,1
F11,I241,1
F11,I243,1
I6,F5,49
I6,F8,87
I6,F9,1
I6,F10,1
I6,F12,57
I6,F19,1
I6,F20,1
I7,F1,1
I7,F3,14
I7,F5,14
I7,F7,1
I7,F9,1
I7,F12,30
I7,F13,1
I7,F15,1
I7,F17,1
I7,F20,1
F12,F1,1
F12,F2,29
F12,I1,21
F12,F3,1
F12,I2,1
F12,I3,1
F12,F5,228
F12,I4,62
F12,F7,11
F12,F8,74
F12,F9,30
F12,F10,35
F12,F11,1
F12,I6,30
F12,I7,1
F12,F12,2869
F12,F13,1
F12,F14,1
F12,F15,1
F12,I8,53
F12,F16,1
F12,F17,1
F12,F18,11
F12,F19,1
F12,F20,57
F12,I10,38
F12,I11,52
F12,I13,1
F12,I14,1
F12,I16,1
F12,I19,24
F12,I22,1
F12,I24,1
F12,I25,1
F12,I28,1
F12,I29,1
F12,I34,1
F12,I35,1
F12,I38,1
F12,I39,1
F12,I41,1
F12,I42,1
F12,I45,1
F12,I48,1
F12,I49,1
F12,I55,1
F12,I58,12
F12,I60,1
F12,I62,1
F12,I64,1
F12,I69,1
F12,I70,1
F12,I71,1
F12,I74,316
F12,I76,319
F12,I77,45
F12,I78,266
F12,I79,186
F12,I80,1
F12,I81,113
F12,I82,68
F12,I83,1
F12,I84,16
F12,I85,1
F12,I86,24
F12,I87,50
F12,I88,1
F12,I90,1
F12,I91,1
F12,I92,1
F12,I93,218
F12,I95,193
F12,I97,1
F12,I99,48
F12,I100,1
F12,I102,16
F12,I103,101
F12,I104,1
F12,I105,1
F12,I106,1
F12,I107,1
F12,I108,16
F12,I109,52
F12,I110,144
F12,I111,18
F12,I112,24
F12,I113,1
F12,I114,22
F12,I115,1
F12,I116,18
F12,I117,24
F12,I118,93
F12,I121,1
F12,I122,165
F12,I123,1
F12,I124,1
F12,I126,30
F12,I127,85
F12,I128,540
F12,I129,166
F12,I131,40
F12,I133,72
F12,I135,1
F12,I136,1
F12,I139,74
F12,I140,1
F12,I141,104
F12,I142,42
F12,I143,45
F12,I144,159
F12,I145,1
F12,I146,30
F12,I147,1
F12,I148,1
F12,I150,170
F12,I151,1
F12,I154,1
F12,I155,1
F12,I156,1
F12,I159,1
F12,I161,20
F12,I163,1
F12,I164,73
F12,I165,1
F12,I168,20
F12,I169,22
F12,I170,171
F12,I171,128
F12,I172,1
F12,I173,38
F12,I174,1
F12,I175,135
F12,I177,53
F12,I178,1
F12,I179,12
F12,I180,1
F12,I181,1
F12,I182,1
F12,I184,62
F12,I185,1
F12,I186,56
F12,I188,448
F12,I190,34
F12,I191,1
F12,I193,1
F12,I194,1
F12,I195,1
F12,I197,1
F12,I201,101
F12,I202,83
F12,I203,1
F12,I204,22
F12,I205,1
F12,I206,1
F12,I207,1
F12,I208,1
F12,I210,1
F12,I211,55
F12,I212,38
F12,I213,1
F12,I215,94
F12,I216,1
F12,I218,1
F12,I219,81
F12,I221,135
F12,I222,295
F12,I223,212
F12,I226,1
F12,I229,25
F12,I230,71
F12,I234,1
F12,I236,32
F12,I237,34
F12,I238,17
F12,I240,34
F12,I242,1
F13,F1,1
F13,F2,1
F13,I1,1
F13,F3,1
F13,I2,1
F13,I3,13
F13,F5,19
F13,I4,1
F13,F10,1
F13,F11,1
F13,I7,1
F13,F12,22
F13,F13,1079
F13,F14,1
F13,I8,1
F13,F16,1
F13,F17,137
F13,F20,115
F13,I10,64
F13,I11,1
F13,I13,1
F13,I15,252
F13,I16,136
F13,I18,148
F13,I19,364
F13,I22,400
F13,I23,36
F13,I25,1
F13,I27,1
F13,I28,101
F13,I29,1
F13,I32,79
F13,I34,62
F13,I35,80
F13,I37,1
F13,I38,142
F13,I39,48
F13,I40,1
F13,I41,17
F13,I42,74
F13,I46,16
F13,I49,172
F13,I50,1
F13,I55,1
F13,I56,1
F13,I58,62
F13,I59,29
F13,I62,1
F13,I69,1
F13,I70,22
F13,I71,1
F13,I73,1
F13,I74,1
F13,I79,1
F13,I80,1
F13,I95,1
F13,I96,1
F13,I100,1
F13,I102,1
F13,I105,12
F13,I107,1
F13,I110,1
F13,I124,1
F13,I128,1
F13,I130,1
F13,I134,1
F13,I135,1
F13,I140,1
F13,I142,20
F13,I145,20
F13,I146,1
F13,I159,1
F13,I161,1
F13,I163,14
F13,I169,278
F13,I177,1
F13,I178,1
F13,I185,1
F13,I186,38
F13,I198,1
F13,I200,15
F13,I203,1
F13,I208,1
F13,I210,1
F13,I211,1
F13,I226,1
F13,I228,27
F13,I240,1
F13,I242,1
F14,F1,210
F14,F2,1
F14,I1,1
F14,F3,11
F14,I2,1
F14,F4,1
F14,I3,33
F14,F5,1
F14,F9,1
F14,I5,11
F14,F11,45
F14,F12,1
F14,F13,1
F14,F14,1668
F14,F15,11
F14,I8,1
F14,F16,1
F14,F17,1
F14,F20,85
F14,I10,18
F14,I13,1
F14,I21,1
F14,I24,1
F14,I44,1
F14,I45,1
F14,I48,1
F14,I51,1
F14,I52,21
F14,I56,14
F14,I57,1
F14,I68,22
F14,I69,1
F14,I71,1
